  -0.46299,  -0.53185,  -0.61415,  -0.07429,  -0.62626,   0.43520,  -0.20969,   0.93750,  -0.58740,  -0.37231,   0.02622,  -0.52781,  -0.42635,   0.64268,   0.60980,  -0.51838,   0.78967,  -0.19575,  -0.16375,  -0.63329,   0.60920,   0.07614,   0.55239,  -0.17623,  -0.37167,  -0.27826,  -0.21936,  -0.01512,  -0.58856,  -0.36773,  -0.35006,   0.72832,  -0.30285,   0.41282,   0.35846,   0.88327,   0.57568,   0.41129,   0.04376,   0.26130,   0.46362,  -0.35908,   0.12935,   0.00725,  -0.38730,   0.12482,   0.19331,   0.86405,  -0.32080,   0.07142,   0.83396,  -0.04687,   0.62543,   0.03939,  -0.62021,  -0.47980,  -0.51818,  -0.62620,   0.32742,  -0.20215,  -0.66731,   0.53220,   0.05705,  -0.03191,  -0.25791,  -0.35746,   0.07031,  -0.13769,  -0.04309,   0.05894,  -0.31493,  -0.49021,  -0.87252,  -0.33957,   0.73442,  -0.18477,   0.43348,   0.30341,  -0.56574,   0.27248,   0.68738,   0.21257,   0.68888,  -0.37540,   0.31329,   0.26547,   0.91254,   0.64679,   0.73222,  -0.28000,   0.93750,  -0.07551,  -0.36750,   0.28583,  -0.58408,   0.80635,  -0.64395,   0.33869,  -0.21864,   0.09033,   0.27811,   0.46896,  -0.50068,  -0.35257,   0.06727,   0.03191,  -0.43727,  -0.59758,  -0.02826,  -0.14604,   0.45723,  -0.38645,  -0.03468,  -0.54788,  -0.67442,  -0.12855,   0.80589,  -0.36229,  -0.45679,  -0.56952,   0.07982,   0.44600,  -0.04351,  -0.41457,  -0.09237,  -0.59809,   0.08973,  -0.65335
   0.41612,  -0.59058,   0.63185,  -0.20882,  -0.28748,   0.87784,  -0.42513,  -0.31121,   0.90163,  -0.44269,   0.90253,   0.37807,  -0.51403,  -0.52454,  -0.58521,  -0.73052,   0.35670,  -0.28127,  -0.51907,  -0.62024,   0.77598,   0.64135,  -0.09496,  -0.26912,   0.46987,   0.73854,  -0.37653,  -0.56190,  -0.50528,   0.77918,   0.29460,   0.80462,  -0.09318,  -0.17628,  -0.20479,   0.77500,   0.46912,  -0.26460,   0.39388,  -0.32120,  -0.76200,  -0.27726,   0.70301,   0.36017,  -0.74181,  -0.46898,   0.77258,  -0.71612,  -0.51713,   0.74408,   0.54273,   0.91932,   0.33272,   0.23719,  -0.25461,   0.09545,  -0.03425,   0.12953,  -0.07816,   0.67198,   0.52935,   0.01628,  -0.41273,   0.08422,  -0.46488,  -0.21811,   0.21408,   0.61417,  -0.38195,   0.62998,  -0.09112,   0.81890,  -0.13071,   0.69814,   0.48221,   0.74968,  -0.40606,  -0.50704,   0.73777,  -0.25162,  -0.06362,   0.85364,  -0.32426,  -0.46375,  -0.60761,   0.13220,  -0.26938,   0.75110,  -0.38635,  -0.47357,   0.75630,   0.53663,  -0.19659,   0.65404,  -0.45366,  -0.10275,  -0.61767,   0.66769,  -0.55485,   0.71592,   0.76150,   0.22895,  -0.44828,  -0.33447,   0.41836,  -0.42885,  -0.34015,  -0.55923,  -0.37136,   0.14517,   0.75631,  -0.45808,  -0.28190,  -0.39526,   0.75368,  -0.47567,   0.49468,   0.23545,  -0.57511,   0.13923,   0.57132,  -0.54515,  -0.41170,  -0.42049,  -0.65317,  -0.13049,  -0.64859,   0.20817
   0.00702,  -0.52358,  -0.07581,  -0.45084,  -0.26375,  -0.39874,  -0.58189,  -0.37107,   0.33728,  -0.17727,   0.79442,   0.14766,  -0.42667,  -0.44966,  -0.54297,  -0.43903,   0.56935,  -0.42225,   0.10878,  -0.30643,   0.26567,  -0.36720,   0.01543,   0.16981,  -0.62480,   0.70724,  -0.39695,  -0.09678,  -0.84892,   0.50529,   0.42065,   0.11243,  -0.35804,  -0.21392,  -0.48295,   0.78574,  -0.21854,   0.78884,  -0.37068,   0.74452,  -0.54712,   0.04328,   0.54549,   0.14216,  -0.56849,   0.23766,   0.49868,  -0.09924,   0.79553,   0.61921,   0.60857,  -0.41600,   0.75598,  -0.33188,   0.45662,  -0.33770,   0.14861,  -0.01017,  -0.09289,   0.71812,   0.84316,   0.79232,  -0.50873,  -0.40965,  -0.31777,  -0.00834,   0.03494,   0.42215,  -0.57302,   0.51025,   0.49326,   0.68161,  -0.51816,  -0.37794,   0.27088,   0.67540,  -0.68068,   0.12900,   0.23612,   0.20892,  -0.48656,  -0.40420,  -0.19963,  -0.12023,  -0.65413,  -0.75412,  -0.53299,   0.10849,   0.46504,   0.55747,   0.73756,   0.32425,  -0.33124,  -0.09976,  -0.11818,  -0.05052,  -0.55048,   0.10509,  -0.67266,   0.86740,   0.14362,   0.15749,  -0.29617,  -0.10802,  -0.46890,  -0.53515,  -0.11278,  -0.40092,   0.06073,  -0.65609,   0.90325,   0.55510,  -0.25166,  -0.47102,   0.86838,  -0.48107,   0.36972,   0.05610,  -0.43660,  -0.59846,   0.73034,  -0.00668,   0.37547,   0.71675,  -0.51789,   0.71921,  -0.34203,   0.22140
  -0.55662,  -0.46379,  -0.21185,   0.57577,  -0.27849,  -0.77356,   0.50303,   0.10286,  -0.23591,   0.57397,  -0.64827,   0.75599,  -0.35662,   0.20691,   0.64737,  -0.16745,  -0.63742,  -0.25629,  -0.42318,  -0.62120,   0.48663,  -0.23974,  -0.21173,   0.86625,  -0.74455,   0.79572,  -0.15578,   0.65772,   0.30502,  -0.09031,   0.08548,   0.09449,  -0.35886,   0.53440,  -0.54615,  -0.21307,  -0.52952,  -0.59197,  -0.36400,   0.68901,  -0.36664,  -0.09910,  -0.18620,  -0.37754,  -0.22387,   0.38871,  -0.44520,   0.62272,  -0.25251,  -0.57440,  -0.43015,  -0.40350,   0.65388,   0.01052,   0.35852,   0.93002,  -0.45509,   0.69693,   0.37957,   0.37366,  -0.80782,   0.93750,  -0.41906,   0.43892,  -0.65932,   0.77923,  -0.51740,   0.40205,   0.21543,   0.20236,  -0.36547,   0.76256,  -0.42983,  -0.20607,   0.79321,   0.54837,   0.46583,  -0.35801,  -0.48450,   0.37617,   0.43366,   0.23123,   0.90812,  -0.43177,   0.21442,  -0.05327,   0.31075,   0.70503,   0.62358,  -0.01145,  -0.57354,  -0.55614,   0.40354,  -0.75123,  -0.45766,  -0.44749,  -0.56018,   0.29150,  -0.64564,   0.30661,   0.78150,  -0.10649,  -0.18347,   0.38034,  -0.30899,  -0.14957,  -0.60842,  -0.60259,   0.57538,  -0.74984,   0.03854,   0.88539,  -0.25514,  -0.18542,  -0.47786,  -0.17361,  -0.29460,  -0.34082,  -0.53525,  -0.41644,   0.73149,   0.76989,   0.25478,   0.18157,   0.15670,  -0.23416,  -0.04584,   0.04007
   0.53672,   0.79626,   0.75540,  -0.07162,   0.29689,   0.75986,   0.93750,  -0.81672,   0.65180,  -0.45452,   0.29455,   0.85142,   0.91827,  -0.74202,   0.56169,   0.30184,  -0.86677,   0.66901,  -0.44117,   0.77047,  -0.00435,  -0.07513,  -0.62507,  -0.19387,   0.71550,  -0.61157,   0.07722,  -0.02031,   0.67145,   0.22906,   0.78301,  -0.48594,  -0.67912,   0.80141,   0.93096,  -0.66572,  -0.55737,  -0.66431,   0.01734,  -0.44823,   0.30669,   0.46080,  -0.49883,   0.88616,  -0.51204,  -0.25594,   0.22068,  -0.52055,  -0.70065,   0.76678,  -0.14693,   0.84533,  -0.63148,   0.26629,   0.34411,   0.87245,   0.65510,   0.58936,  -0.10616,  -0.56630,   0.45688,  -0.35736,   0.91040,  -0.10573,  -0.45969,  -0.15371,   0.24421,   0.57784,  -0.67460,   0.93750,  -0.31779,  -0.59010,   0.52903,   0.13146,  -0.51834,  -0.59739,   0.80863,  -0.73071,   0.93750,  -0.45250,  -0.50847,   0.39679,  -0.10223,  -0.36182,  -0.55340,   0.10638,   0.31526,   0.76367,  -0.67079,  -0.50814,  -0.82753,   0.75344,  -0.17867,  -0.59308,   0.66268,  -0.52766,  -0.29769,   0.29010,  -0.48144,  -0.53168,  -0.54389,  -0.14370,   0.69979,   0.61021,  -0.43217,  -0.76910,  -0.54092,  -0.41505,   0.14289,   0.87077,   0.81718,   0.71419,  -0.09359,  -0.34455,  -0.23501,   0.30296,  -0.64251,  -0.25428,  -0.63143,   0.89292,  -0.54501,  -0.71298,  -0.54121,  -0.36760,   0.17968,  -0.26941,   0.68134,   0.57267
  -0.49523,   0.03845,   0.82371,   0.58220,  -0.91820,   0.03827,   0.43962,  -0.24501,   0.57976,  -0.07926,  -0.46601,  -0.26039,  -0.34272,  -0.44253,  -0.38184,  -0.62145,   0.50825,  -0.28727,   0.83725,   0.48691,   0.48714,  -0.47651,  -0.34069,  -0.06464,  -0.36851,  -0.39215,  -0.49682,   0.31083,  -0.59973,  -0.52576,   0.51774,   0.08991,  -0.32636,  -0.40272,   0.88656,  -0.29316,   0.40612,   0.69020,  -0.52406,  -0.65712,   0.23175,   0.49089,  -0.70634,   0.47902,  -0.11050,  -0.22936,   0.61150,  -0.20954,   0.70244,   0.50920,   0.07158,   0.33507,  -0.54399,   0.86159,  -0.28674,  -0.41458,   0.49719,  -0.28111,   0.09751,  -0.40459,  -0.21761,  -0.04691,   0.87283,  -0.27797,   0.38954,   0.14932,   0.87515,   0.07258,  -0.56892,  -0.52841,   0.66975,   0.12115,  -0.31141,  -0.60820,  -0.35140,  -0.18984,   0.71052,   0.39776,   0.62944,  -0.62563,  -0.51790,  -0.59113,   0.61903,  -0.52312,   0.46982,  -0.63095,   0.60520,  -0.12038,  -0.19039,   0.62241,   0.21669,   0.37108,   0.69348,  -0.22296,  -0.40084,   0.44895,   0.12068,   0.42562,  -0.49253,  -0.37432,  -0.47151,   0.50011,  -0.23441,  -0.26148,   0.13172,  -0.58622,   0.30471,  -0.60009,  -0.06435,  -0.27115,   0.30743,  -0.51655,  -0.33441,  -0.59230,  -0.56841,  -0.77878,  -0.12832,  -0.25258,   0.71881,   0.52308,  -0.42065,  -0.48513,   0.54961,  -0.41636,   0.19245,   0.39041,   0.43266,   0.15176
  -0.67257,  -0.05806,  -0.44158,   0.16335,  -0.56431,  -0.28269,   0.34155,   0.66099,  -0.45832,   0.68335,   0.09675,   0.07820,  -0.63800,   0.55474,   0.44673,   0.20813,  -0.12012,  -0.56561,   0.38566,  -0.43239,   0.01591,  -0.44598,  -0.24104,   0.75395,  -0.36911,   0.92673,  -0.28289,   0.31362,  -0.20329,   0.30854,   0.73445,   0.03817,   0.38242,  -0.26210,  -0.43170,   0.14889,  -0.47693,  -0.10182,  -0.27519,   0.72380,  -0.24153,  -0.00417,  -0.03940,  -0.03705,  -0.08803,   0.46695,   0.66818,  -0.05341,   0.80936,  -0.27757,  -0.60195,  -0.63666,   0.76221,   0.18466,   0.47319,  -0.20358,   0.69575,   0.82009,   0.38448,   0.54435,  -0.51633,   0.70064,  -0.84959,   0.59684,  -0.39552,   0.73016,   0.46450,  -0.10997,   0.02348,  -0.23803,  -0.26814,   0.45648,  -0.23736,  -0.48422,   0.80205,   0.88790,  -0.28305,   0.86542,  -0.32794,   0.58058,   0.79759,  -0.60600,  -0.15837,  -0.15890,   0.07446,  -0.59395,  -0.48018,  -0.15583,  -0.13754,   0.73884,  -0.09704,  -0.68253,   0.38140,   0.39726,   0.28159,  -0.22539,  -0.44760,   0.51852,  -0.32825,   0.41367,   0.52541,  -0.52234,  -0.25889,  -0.34680,  -0.53107,   0.49903,  -0.32667,  -0.44056,   0.33992,  -0.32149,  -0.09119,   0.49354,  -0.59774,  -0.09738,   0.28065,  -0.35334,   0.36472,  -0.44895,  -0.60209,  -0.43418,   0.55019,  -0.05917,  -0.35547,   0.53139,  -0.00111,   0.77191,  -0.67616,  -0.07543
  -0.16920,  -0.28637,   0.03449,   0.02764,  -0.36110,  -0.17091,   0.45719,   0.23546,  -0.41627,   0.70189,  -0.01505,   0.35015,  -0.26571,  -0.04330,   0.18011,   0.02679,   0.65001,  -0.37530,   0.59295,   0.62711,   0.40126,  -0.59442,  -0.53177,   0.74475,  -0.20626,  -0.48515,  -0.03440,   0.78845,  -0.25292,  -0.40569,   0.07667,  -0.08120,   0.28969,  -0.52296,   0.65252,  -0.18814,  -0.35722,   0.83407,  -0.30778,  -0.65005,   0.66195,  -0.41587,  -0.48834,   0.62948,   0.32471,   0.32000,  -0.29717,   0.25145,   0.47507,  -0.44128,  -0.30169,  -0.02824,  -0.21699,   0.06872,   0.81459,   0.42698,   0.72099,  -0.05035,   0.47787,  -0.50636,   0.50791,   0.63298,   0.49678,   0.49044,  -0.25319,   0.43113,  -0.17205,   0.43005,   0.23716,  -0.17750,   0.01386,  -0.44622,  -0.58433,  -0.68191,  -0.62278,  -0.62972,   0.67121,   0.19477,   0.41136,  -0.50552,   0.01035,  -0.29439,  -0.63115,  -0.27743,   0.10389,  -0.27780,   0.04612,  -0.12341,  -0.36724,  -0.35967,   0.08691,  -0.04572,   0.87742,  -0.59716,   0.63984,   0.27181,  -0.63102,  -0.17755,   0.19474,  -0.66185,  -0.10722,  -0.59603,  -0.12584,   0.87199,  -0.35789,  -0.51557,  -0.28270,  -0.04466,   0.24638,   0.21615,  -0.34378,   0.55432,  -0.51117,  -0.05791,  -0.31720,   0.33262,  -0.32140,  -0.65128,  -0.49666,   0.66553,  -0.26395,   0.60336,  -0.69452,  -0.07994,  -0.48667,  -0.43042,   0.68987,  -0.27204
  -0.27156,  -0.51087,  -0.43205,  -0.29549,  -0.49464,   0.72738,   0.33798,   0.61522,  -0.51323,   0.46601,   0.30710,  -0.28220,  -0.77878,   0.77493,  -0.15139,  -0.04748,   0.37335,  -0.24649,   0.39270,  -0.36711,  -0.27382,  -0.39691,  -0.36503,   0.01042,  -0.42842,  -0.37040,  -0.35587,   0.70783,  -0.38841,  -0.72561,   0.11124,   0.55590,  -0.70492,  -0.10668,  -0.60288,   0.65897,   0.29231,   0.52823,  -0.50533,  -0.71621,   0.22904,  -0.58193,   0.05718,   0.11368,  -0.49880,  -0.04235,  -0.13512,   0.21015,   0.67102,  -0.65479,   0.90132,  -0.59610,   0.04756,   0.57663,  -0.44177,  -0.45836,  -0.39758,  -0.23153,  -0.40612,  -0.07141,  -0.61768,   0.53194,  -0.18869,   0.62104,  -0.44998,   0.69526,  -0.15147,  -0.09583,   0.69764,   0.27144,   0.52556,  -0.42620,  -0.09518,  -0.33511,   0.00207,  -0.48776,   0.55664,   0.56876,  -0.37318,  -0.07731,   0.60346,  -0.38716,   0.64558,  -0.30802,   0.48649,  -0.36548,   0.81229,   0.15008,   0.36356,   0.55534,   0.75237,  -0.42892,   0.71805,   0.86629,  -0.42809,   0.66651,  -0.58627,   0.38371,   0.12154,  -0.39701,   0.23850,  -0.25562,  -0.32804,  -0.05950,  -0.41412,  -0.22006,  -0.24781,  -0.35837,  -0.36908,   0.48686,  -0.60033,  -0.74260,  -0.54431,  -0.58598,  -0.53661,  -0.35811,   0.07825,  -0.66416,  -0.42133,   0.86222,  -0.67232,   0.49576,  -0.27094,  -0.46536,  -0.50344,   0.20946,   0.26851,  -0.17698
   0.13664,  -0.31812,   0.17283,  -0.24360,  -0.10675,  -0.17831,  -0.39431,   0.71983,  -0.70042,  -0.05920,  -0.55400,  -0.26084,   0.09541,   0.71183,   0.37449,  -0.11778,  -0.38812,   0.68330,  -0.14922,   0.05757,  -0.25419,   0.60639,   0.52848,  -0.01518,  -0.58130,  -0.13534,   0.63714,   0.12639,  -0.31343,  -0.48241,  -0.39830,  -0.09038,   0.08774,   0.59157,  -0.53562,   0.36345,   0.38458,  -0.39615,   0.76758,   0.47104,   0.55271,   0.31171,  -0.07227,  -0.28590,   0.16431,  -0.05044,  -0.18385,   0.64838,  -0.67847,   0.19738,  -0.05567,  -0.52224,   0.72889,  -0.11831,   0.02042,   0.05491,  -0.54411,  -0.19206,   0.44838,  -0.24333,  -0.22861,  -0.26715,   0.16943,   0.62564,  -0.03703,  -0.29002,  -0.25994,  -0.37323,  -0.00302,   0.09078,  -0.35297,  -0.26711,  -0.64628,   0.45083,  -0.13569,   0.00159,   0.20658,  -0.47679,  -0.61717,   0.38088,  -0.51622,   0.86488,   0.55986,  -0.40120,  -0.33892,   0.89509,  -0.13530,  -0.23932,   0.63306,  -0.57845,   0.07331,  -0.02749,  -0.34962,   0.52604,  -0.56576,   0.29020,  -0.51990,  -0.32513,  -0.74443,  -0.02864,  -0.54283,   0.17126,   0.33886,  -0.59874,   0.26029,  -0.24995,  -0.38400,   0.52256,   0.39573,  -0.37146,  -0.40632,  -0.47399,   0.43889,  -0.19147,  -0.62459,  -0.21937,   0.56273,  -0.26080,  -0.46810,  -0.58896,   0.21720,   0.75878,  -0.46528,  -0.52838,   0.12662,  -0.37085,   0.87986,  -0.20808
